rater,vignette,level,dimension,score
rater_13,v049,generic,sdt_alignment,3.0
rater_13,v049,generic,motivational_usefulness,4.0
rater_13,v049,emotion_only,relevance,4.0
rater_13,v049,emotion_only,specificity,4.0
rater_13,v049,emotion_only,sdt_alignment,4.0
rater_13,v049,emotion_only,motivational_usefulness,4.0
rater_13,v049,need_only,relevance,2.0
rater_13,v049,need_only,specificity,4.0
rater_13,v049,need_only,sdt_alignment,2.0
rater_13,v049,need_only,motivational_usefulness,4.0
rater_13,v048,full_context,relevance,3.0
rater_13,v048,full_context,specificity,4.0
rater_13,v048,full_context,sdt_alignment,3.0
rater_13,v048,full_context,motivational_usefulness,3.0
rater_13,v048,need_only,relevance,2.0
rater_13,v048,need_only,specificity,4.0
rater_13,v048,need_only,sdt_alignment,3.0
rater_13,v048,need_only,motivational_usefulness,3.0
rater_13,v048,generic,relevance,3.0
rater_13,v048,generic,specificity,3.0
rater_13,v048,generic,sdt_alignment,3.0
rater_13,v048,generic,motivational_usefulness,2.0
rater_13,v048,emotion_only,relevance,2.0
rater_13,v048,emotion_only,specificity,5.0
rater_13,v048,emotion_only,sdt_alignment,4.0
rater_13,v048,emotion_only,motivational_usefulness,3.0
rater_13,v011,generic,relevance,3.0
rater_13,v011,generic,specificity,3.0
rater_13,v011,generic,sdt_alignment,4.0
rater_13,v011,generic,motivational_usefulness,2.0
rater_13,v011,need_only,relevance,3.0
rater_13,v011,need_only,specificity,3.0
rater_13,v011,need_only,sdt_alignment,1.0
rater_13,v011,need_only,motivational_usefulness,4.0
rater_13,v011,emotion_only,relevance,1.0
rater_13,v011,emotion_only,specificity,3.0
rater_13,v011,emotion_only,sdt_alignment,5.0
rater_13,v011,emotion_only,motivational_usefulness,4.0
rater_13,v011,full_context,relevance,3.0
rater_13,v011,full_context,specificity,2.0
rater_13,v011,full_context,sdt_alignment,5.0
rater_13,v011,full_context,motivational_usefulness,4.0
rater_13,v023,full_context,relevance,3.0
rater_13,v023,full_context,specificity,5.0
rater_13,v023,full_context,sdt_alignment,3.0
rater_13,v023,full_context,motivational_usefulness,1.0
rater_13,v023,need_only,relevance,3.0
rater_13,v023,need_only,specificity,3.0
rater_13,v023,need_only,sdt_alignment,3.0
rater_13,v023,need_only,motivational_usefulness,5.0
rater_13,v023,emotion_only,relevance,3.0
rater_13,v023,emotion_only,specificity,4.0
rater_13,v023,emotion_only,sdt_alignment,2.0
rater_13,v023,emotion_only,motivational_usefulness,4.0
rater_13,v023,generic,relevance,3.0
rater_13,v023,generic,specificity,4.0
rater_13,v023,generic,sdt_alignment,3.0
rater_13,v023,generic,motivational_usefulness,4.0
rater_13,v019,generic,relevance,4.0
rater_13,v019,generic,specificity,3.0
rater_13,v019,generic,sdt_alignment,4.0
rater_13,v019,generic,motivational_usefulness,4.0
rater_13,v019,emotion_only,relevance,2.0
rater_13,v019,emotion_only,specificity,4.0
rater_13,v019,emotion_only,sdt_alignment,2.0
rater_13,v019,emotion_only,motivational_usefulness,1.0
rater_13,v019,need_only,relevance,3.0
rater_13,v019,need_only,specificity,3.0
rater_13,v019,need_only,sdt_alignment,2.0
rater_13,v019,need_only,motivational_usefulness,4.0
rater_13,v019,full_context,relevance,3.0
rater_13,v019,full_context,specificity,4.0
rater_13,v019,full_context,sdt_alignment,3.0
rater_13,v019,full_context,motivational_usefulness,3.0
rater_13,v017,need_only,relevance,4.0
rater_13,v017,need_only,specificity,1.0
rater_13,v017,need_only,sdt_alignment,3.0
rater_13,v017,need_only,motivational_usefulness,1.0
rater_13,v017,emotion_only,relevance,2.0
rater_13,v017,emotion_only,specificity,3.0
rater_13,v017,emotion_only,sdt_alignment,3.0
rater_13,v017,emotion_only,motivational_usefulness,3.0
rater_13,v017,full_context,relevance,3.0
rater_13,v017,full_context,specificity,3.0
rater_13,v017,full_context,sdt_alignment,3.0
rater_13,v017,full_context,motivational_usefulness,3.0
rater_13,v017,generic,relevance,4.0
rater_13,v017,generic,specificity,4.0
rater_13,v017,generic,sdt_alignment,5.0
rater_13,v017,generic,motivational_usefulness,3.0
rater_13,v021,generic,relevance,5.0
rater_13,v021,generic,specificity,6.0
rater_13,v021,generic,sdt_alignment,3.0
rater_13,v021,generic,motivational_usefulness,5.0
rater_13,v021,full_context,relevance,3.0
rater_13,v021,full_context,specificity,3.0
rater_13,v021,full_context,sdt_alignment,2.0
rater_13,v021,full_context,motivational_usefulness,4.0
rater_13,v021,need_only,relevance,2.0
rater_13,v021,need_only,specificity,3.0
rater_13,v021,need_only,sdt_alignment,3.0
rater_13,v021,need_only,motivational_usefulness,2.0
rater_13,v021,emotion_only,relevance,2.0
rater_13,v021,emotion_only,specificity,3.0
rater_13,v021,emotion_only,sdt_alignment,2.0
rater_13,v021,emotion_only,motivational_usefulness,3.0
rater_13,v022,need_only,relevance,3.0
rater_13,v022,need_only,specificity,3.0
rater_13,v022,need_only,sdt_alignment,2.0
rater_13,v022,need_only,motivational_usefulness,4.0
rater_13,v022,emotion_only,relevance,3.0
rater_13,v022,emotion_only,specificity,5.0
rater_13,v022,emotion_only,sdt_alignment,3.0
rater_13,v022,emotion_only,motivational_usefulness,3.0
rater_13,v022,full_context,relevance,1.0
rater_13,v022,full_context,specificity,2.0
rater_13,v022,full_context,sdt_alignment,1.0
rater_13,v022,full_context,motivational_usefulness,4.0
rater_13,v022,generic,relevance,2.0
rater_13,v022,generic,specificity,2.0
rater_13,v022,generic,sdt_alignment,3.0
rater_13,v022,generic,motivational_usefulness,4.0
rater_13,v068,generic,relevance,4.0
rater_13,v068,generic,specificity,3.0
rater_13,v068,generic,sdt_alignment,4.0
rater_13,v068,generic,motivational_usefulness,3.0
rater_13,v068,emotion_only,relevance,4.0
rater_13,v068,emotion_only,specificity,4.0
rater_13,v068,emotion_only,sdt_alignment,5.0
rater_13,v068,emotion_only,motivational_usefulness,1.0
rater_13,v068,full_context,relevance,5.0
rater_13,v068,full_context,specificity,3.0
rater_13,v068,full_context,sdt_alignment,4.0
rater_13,v068,full_context,motivational_usefulness,2.0
rater_13,v068,need_only,relevance,3.0
rater_13,v068,need_only,specificity,3.0
rater_13,v068,need_only,sdt_alignment,4.0
rater_13,v068,need_only,motivational_usefulness,4.0
rater_13,v066,emotion_only,relevance,5.0
rater_13,v066,emotion_only,specificity,4.0
rater_13,v066,emotion_only,sdt_alignment,4.0
rater_13,v066,emotion_only,motivational_usefulness,4.0
rater_13,v066,generic,relevance,3.0
rater_13,v066,generic,specificity,3.0
rater_13,v066,generic,sdt_alignment,4.0
rater_13,v066,generic,motivational_usefulness,3.0
rater_13,v066,need_only,relevance,3.0
rater_13,v066,need_only,specificity,4.0
rater_13,v066,need_only,sdt_alignment,3.0
rater_13,v066,need_only,motivational_usefulness,2.0
rater_13,v066,full_context,relevance,4.0
rater_13,v066,full_context,specificity,3.0
rater_13,v066,full_context,sdt_alignment,5.0
rater_13,v066,full_context,motivational_usefulness,3.0
rater_13,v025,emotion_only,relevance,2.0
rater_13,v025,emotion_only,specificity,3.0
rater_13,v025,emotion_only,sdt_alignment,3.0
rater_13,v025,emotion_only,motivational_usefulness,3.0
rater_13,v025,generic,relevance,3.0
rater_13,v025,generic,specificity,2.0
rater_13,v025,generic,sdt_alignment,3.0
rater_13,v025,generic,motivational_usefulness,2.0
rater_13,v025,need_only,relevance,3.0
rater_13,v025,need_only,specificity,4.0
rater_13,v025,need_only,sdt_alignment,4.0
rater_13,v025,need_only,motivational_usefulness,3.0
rater_13,v025,full_context,relevance,2.0
rater_13,v025,full_context,specificity,1.0
rater_13,v025,full_context,sdt_alignment,2.0
rater_13,v025,full_context,motivational_usefulness,3.0
rater_13,v030,full_context,relevance,1.0
rater_13,v030,full_context,specificity,2.0
rater_13,v030,full_context,sdt_alignment,4.0
rater_13,v030,full_context,motivational_usefulness,3.0
rater_13,v030,emotion_only,relevance,4.0
rater_13,v030,emotion_only,specificity,3.0
rater_13,v030,emotion_only,sdt_alignment,2.0
rater_13,v030,emotion_only,motivational_usefulness,3.0
rater_13,v030,generic,relevance,3.0
rater_13,v030,generic,specificity,2.0
rater_13,v030,generic,sdt_alignment,4.0
rater_13,v030,generic,motivational_usefulness,3.0
rater_13,v030,need_only,relevance,1.0
rater_13,v030,need_only,specificity,3.0
rater_13,v030,need_only,sdt_alignment,4.0
rater_13,v030,need_only,motivational_usefulness,1.0
rater_13,v028,emotion_only,relevance,3.0
rater_13,v028,emotion_only,specificity,1.0
rater_13,v028,emotion_only,sdt_alignment,3.0
rater_13,v028,emotion_only,motivational_usefulness,4.0
rater_13,v028,full_context,relevance,4.0
rater_13,v028,full_context,specificity,2.0
rater_13,v028,full_context,sdt_alignment,3.0
rater_13,v028,full_context,motivational_usefulness,4.0
rater_13,v028,need_only,relevance,4.0
rater_13,v028,need_only,specificity,3.0
rater_13,v028,need_only,sdt_alignment,5.0
rater_13,v028,need_only,motivational_usefulness,2.0
rater_13,v028,generic,relevance,4.0
rater_13,v028,generic,specificity,3.0
rater_13,v028,generic,sdt_alignment,2.0
rater_13,v028,generic,motivational_usefulness,3.0
rater_13,v071,full_context,relevance,5.0
rater_13,v071,full_context,specificity,2.0
rater_13,v071,full_context,sdt_alignment,2.0
rater_13,v071,full_context,motivational_usefulness,4.0
rater_13,v071,generic,relevance,5.0
rater_13,v071,generic,specificity,4.0
rater_13,v071,generic,sdt_alignment,4.0
rater_13,v071,generic,motivational_usefulness,3.0
rater_13,v071,emotion_only,relevance,3.0
rater_13,v071,emotion_only,specificity,3.0
rater_13,v071,emotion_only,sdt_alignment,4.0
rater_13,v071,emotion_only,motivational_usefulness,4.0
rater_13,v071,need_only,relevance,4.0
rater_13,v071,need_only,specificity,3.0
rater_13,v071,need_only,sdt_alignment,3.0
rater_13,v071,need_only,motivational_usefulness,3.0
rater_13,v036,generic,relevance,3.0
rater_13,v036,generic,specificity,3.0
rater_13,v036,generic,sdt_alignment,3.0
rater_13,v036,generic,motivational_usefulness,3.0
rater_13,v036,emotion_only,relevance,2.0
rater_13,v036,emotion_only,specificity,4.0
rater_13,v036,emotion_only,sdt_alignment,4.0
rater_13,v036,emotion_only,motivational_usefulness,3.0
rater_13,v036,full_context,relevance,3.0
rater_13,v036,full_context,specificity,3.0
rater_13,v036,full_context,sdt_alignment,3.0
rater_13,v036,full_context,motivational_usefulness,5.0
rater_13,v036,need_only,relevance,3.0
rater_13,v036,need_only,specificity,4.0
rater_13,v036,need_only,sdt_alignment,3.0
rater_13,v036,need_only,motivational_usefulness,3.0
rater_13,v075,full_context,relevance,3.0
rater_13,v075,full_context,specificity,3.0
rater_13,v075,full_context,sdt_alignment,4.0
rater_13,v075,full_context,motivational_usefulness,4.0
rater_13,v075,emotion_only,relevance,3.0
rater_13,v075,emotion_only,specificity,4.0
rater_13,v075,emotion_only,sdt_alignment,2.0
rater_13,v075,emotion_only,motivational_usefulness,5.0
rater_13,v075,need_only,relevance,1.0
rater_13,v075,need_only,specificity,4.0
rater_13,v075,need_only,sdt_alignment,4.0
rater_13,v075,need_only,motivational_usefulness,4.0
rater_13,v075,generic,relevance,2.0
rater_13,v075,generic,specificity,1.0
rater_13,v075,generic,sdt_alignment,4.0
rater_13,v075,generic,motivational_usefulness,3.0
rater_13,v034,generic,relevance,3.0
rater_13,v034,generic,specificity,5.0
rater_13,v034,generic,sdt_alignment,2.0
rater_13,v034,generic,motivational_usefulness,5.0
rater_13,v034,emotion_only,relevance,4.0
rater_13,v034,emotion_only,specificity,2.0
rater_13,v034,emotion_only,sdt_alignment,4.0
rater_13,v034,emotion_only,motivational_usefulness,4.0
rater_13,v034,full_context,relevance,3.0
rater_13,v034,full_context,specificity,2.0
rater_13,v034,full_context,sdt_alignment,3.0
rater_13,v034,full_context,motivational_usefulness,3.0
rater_13,v034,need_only,relevance,2.0
rater_13,v034,need_only,specificity,3.0
rater_13,v034,need_only,sdt_alignment,4.0
rater_13,v034,need_only,motivational_usefulness,2.0
rater_13,v038,generic,relevance,3.0
rater_13,v038,generic,specificity,4.0
rater_13,v038,generic,sdt_alignment,4.0
rater_13,v038,generic,motivational_usefulness,4.0
rater_13,v038,full_context,relevance,2.0
rater_13,v038,full_context,specificity,3.0
rater_13,v038,full_context,sdt_alignment,2.0
rater_13,v038,full_context,motivational_usefulness,3.0
rater_13,v038,emotion_only,relevance,3.0
rater_13,v038,emotion_only,specificity,4.0
rater_13,v038,emotion_only,sdt_alignment,3.0
rater_13,v038,emotion_only,motivational_usefulness,5.0
rater_13,v038,need_only,relevance,4.0
rater_13,v038,need_only,specificity,3.0
rater_13,v038,need_only,sdt_alignment,4.0
rater_13,v038,need_only,motivational_usefulness,2.0
rater_14,v002,emotion_only,relevance,3.0
rater_14,v002,emotion_only,specificity,2.0
rater_14,v002,emotion_only,sdt_alignment,2.0
rater_14,v002,emotion_only,motivational_usefulness,2.0
rater_14,v002,generic,relevance,2.0
rater_14,v002,generic,specificity,2.0
rater_14,v002,generic,sdt_alignment,2.0
rater_14,v002,generic,motivational_usefulness,2.0
rater_14,v002,need_only,relevance,4.0
rater_14,v002,need_only,specificity,3.0
rater_14,v002,need_only,sdt_alignment,4.0
rater_14,v002,need_only,motivational_usefulness,4.0
rater_14,v002,full_context,relevance,5.0
rater_14,v002,full_context,specificity,5.0
rater_14,v002,full_context,sdt_alignment,4.0
rater_14,v002,full_context,motivational_usefulness,4.0
rater_14,v044,full_context,relevance,5.0
rater_14,v044,full_context,specificity,5.0
rater_14,v044,full_context,sdt_alignment,4.0
rater_14,v044,full_context,motivational_usefulness,5.0
rater_14,v044,need_only,relevance,3.0
rater_14,v044,need_only,specificity,3.0
rater_14,v044,need_only,sdt_alignment,3.0
rater_14,v044,need_only,motivational_usefulness,2.0
rater_14,v044,generic,relevance,1.0
rater_14,v044,generic,specificity,1.0
rater_14,v044,generic,sdt_alignment,1.0
rater_14,v044,generic,motivational_usefulness,1.0
rater_14,v044,emotion_only,relevance,2.0
rater_14,v044,emotion_only,specificity,1.0
rater_14,v044,emotion_only,sdt_alignment,2.0
rater_14,v044,emotion_only,motivational_usefulness,2.0
rater_14,v003,emotion_only,relevance,3.0
rater_14,v003,emotion_only,specificity,2.0
rater_14,v003,emotion_only,sdt_alignment,2.0
rater_14,v003,emotion_only,motivational_usefulness,3.0
rater_14,v003,need_only,relevance,3.0
rater_14,v003,need_only,specificity,3.0
rater_14,v003,need_only,sdt_alignment,3.0
rater_14,v003,need_only,motivational_usefulness,3.0
rater_14,v003,generic,relevance,1.0
rater_14,v003,generic,specificity,1.0
rater_14,v003,generic,sdt_alignment,1.0
rater_14,v003,generic,motivational_usefulness,1.0
rater_14,v003,full_context,relevance,5.0
rater_14,v003,full_context,specificity,5.0
rater_14,v003,full_context,sdt_alignment,4.0
rater_14,v003,full_context,motivational_usefulness,4.0
rater_14,v041,full_context,relevance,5.0
rater_14,v041,full_context,specificity,5.0
rater_14,v041,full_context,sdt_alignment,4.0
rater_14,v041,full_context,motivational_usefulness,5.0
rater_14,v041,generic,relevance,1.0
rater_14,v041,generic,specificity,1.0
rater_14,v041,generic,sdt_alignment,1.0
rater_14,v041,generic,motivational_usefulness,1.0
rater_14,v041,emotion_only,relevance,3.0
rater_14,v041,emotion_only,specificity,3.0
rater_14,v041,emotion_only,sdt_alignment,3.0
rater_14,v041,emotion_only,motivational_usefulness,4.0
rater_14,v041,need_only,relevance,4.0
rater_14,v041,need_only,specificity,3.0
rater_14,v041,need_only,sdt_alignment,3.0
rater_14,v041,need_only,motivational_usefulness,4.0
rater_14,v001,emotion_only,relevance,4.0
rater_14,v001,emotion_only,specificity,3.0
rater_14,v001,emotion_only,sdt_alignment,3.0
rater_14,v001,emotion_only,motivational_usefulness,4.0
rater_14,v001,full_context,relevance,5.0
rater_14,v001,full_context,specificity,5.0
rater_14,v001,full_context,sdt_alignment,4.0
rater_14,v001,full_context,motivational_usefulness,4.0
rater_14,v001,generic,relevance,1.0
rater_14,v001,generic,specificity,1.0
rater_14,v001,generic,sdt_alignment,1.0
rater_14,v001,generic,motivational_usefulness,1.0
rater_14,v001,need_only,relevance,3.0
rater_14,v001,need_only,specificity,3.0
rater_14,v001,need_only,sdt_alignment,3.0
rater_14,v001,need_only,motivational_usefulness,3.0
rater_14,v053,need_only,relevance,2.0
rater_14,v053,need_only,specificity,1.0
rater_14,v053,need_only,sdt_alignment,2.0
rater_14,v053,need_only,motivational_usefulness,2.0
rater_14,v053,emotion_only,relevance,1.0
rater_14,v053,emotion_only,specificity,2.0
rater_14,v053,emotion_only,sdt_alignment,2.0
rater_14,v053,emotion_only,motivational_usefulness,2.0
rater_14,v053,generic,relevance,1.0
rater_14,v053,generic,specificity,1.0
rater_14,v053,generic,sdt_alignment,1.0
rater_14,v053,generic,motivational_usefulness,1.0
rater_14,v053,full_context,relevance,5.0
rater_14,v053,full_context,specificity,5.0
rater_14,v053,full_context,sdt_alignment,3.0
rater_14,v053,full_context,motivational_usefulness,4.0
rater_14,v014,need_only,relevance,3.0
rater_14,v014,need_only,specificity,3.0
rater_14,v014,need_only,sdt_alignment,3.0
rater_14,v014,need_only,motivational_usefulness,3.0
rater_14,v014,full_context,relevance,5.0
rater_14,v014,full_context,specificity,5.0
rater_14,v014,full_context,sdt_alignment,3.0
rater_14,v014,full_context,motivational_usefulness,3.0
rater_14,v014,generic,relevance,1.0
rater_14,v014,generic,specificity,1.0
rater_14,v014,generic,sdt_alignment,1.0
rater_14,v014,generic,motivational_usefulness,1.0
rater_14,v014,emotion_only,relevance,2.0
rater_14,v014,emotion_only,specificity,2.0
rater_14,v014,emotion_only,sdt_alignment,2.0
rater_14,v014,emotion_only,motivational_usefulness,2.0
rater_14,v049,full_context,relevance,4.0
rater_14,v049,full_context,specificity,5.0
rater_14,v049,full_context,sdt_alignment,4.0
rater_14,v049,full_context,motivational_usefulness,4.0
rater_14,v049,generic,relevance,1.0
rater_14,v049,generic,specificity,1.0
rater_14,v049,generic,sdt_alignment,1.0
rater_14,v049,generic,motivational_usefulness,1.0
rater_14,v049,emotion_only,relevance,2.0
rater_14,v049,emotion_only,specificity,2.0
rater_14,v049,emotion_only,sdt_alignment,2.0
rater_14,v049,emotion_only,motivational_usefulness,2.0
rater_14,v049,need_only,relevance,2.0
rater_14,v049,need_only,specificity,2.0
rater_14,v049,need_only,sdt_alignment,2.0
rater_14,v049,need_only,motivational_usefulness,2.0
rater_14,v048,full_context,relevance,4.0
rater_14,v048,full_context,specificity,4.0
rater_14,v048,full_context,sdt_alignment,4.0
rater_14,v048,full_context,motivational_usefulness,4.0
rater_14,v048,need_only,relevance,3.0
rater_14,v048,need_only,specificity,3.0
rater_14,v048,need_only,sdt_alignment,3.0
rater_14,v048,need_only,motivational_usefulness,3.0
rater_14,v048,generic,relevance,1.0
rater_14,v048,generic,specificity,1.0
rater_14,v048,generic,sdt_alignment,1.0
rater_14,v048,generic,motivational_usefulness,1.0
rater_14,v048,emotion_only,relevance,2.0
rater_14,v048,emotion_only,specificity,2.0
rater_14,v048,emotion_only,sdt_alignment,2.0
rater_14,v048,emotion_only,motivational_usefulness,2.0
rater_14,v011,generic,relevance,1.0
rater_14,v011,generic,specificity,1.0
rater_14,v011,generic,sdt_alignment,1.0
rater_14,v011,generic,motivational_usefulness,1.0
rater_14,v011,need_only,relevance,2.0
rater_14,v011,need_only,specificity,1.0
rater_14,v011,need_only,sdt_alignment,1.0
rater_14,v011,need_only,motivational_usefulness,2.0
rater_14,v011,emotion_only,relevance,3.0
rater_14,v011,emotion_only,specificity,1.0
rater_14,v011,emotion_only,sdt_alignment,2.0
rater_14,v011,emotion_only,motivational_usefulness,3.0
rater_14,v011,full_context,relevance,5.0
rater_14,v011,full_context,specificity,5.0
rater_14,v011,full_context,sdt_alignment,4.0
rater_14,v011,full_context,motivational_usefulness,4.0
rater_14,v023,full_context,relevance,5.0
rater_14,v023,full_context,specificity,5.0
rater_14,v023,full_context,sdt_alignment,4.0
rater_14,v023,full_context,motivational_usefulness,5.0
rater_14,v023,need_only,relevance,3.0
rater_14,v023,need_only,specificity,3.0
rater_14,v023,need_only,sdt_alignment,3.0
rater_14,v023,need_only,motivational_usefulness,4.0
rater_14,v023,emotion_only,relevance,3.0
rater_14,v023,emotion_only,specificity,2.0
rater_14,v023,emotion_only,sdt_alignment,3.0
rater_14,v023,emotion_only,motivational_usefulness,3.0
rater_14,v023,generic,relevance,1.0
rater_14,v023,generic,specificity,1.0
rater_14,v023,generic,sdt_alignment,1.0
rater_14,v023,generic,motivational_usefulness,1.0
rater_14,v019,generic,relevance,1.0
rater_14,v019,generic,specificity,1.0
rater_14,v019,generic,sdt_alignment,1.0
rater_14,v019,generic,motivational_usefulness,1.0
rater_14,v019,emotion_only,relevance,4.0
rater_14,v019,emotion_only,specificity,4.0
rater_14,v019,emotion_only,sdt_alignment,4.0
rater_14,v019,emotion_only,motivational_usefulness,5.0
rater_14,v019,need_only,relevance,2.0
rater_14,v019,need_only,specificity,2.0
rater_14,v019,need_only,sdt_alignment,2.0
rater_14,v019,need_only,motivational_usefulness,2.0
rater_14,v019,full_context,relevance,4.0
rater_14,v019,full_context,specificity,5.0
rater_14,v019,full_context,sdt_alignment,3.0
rater_14,v019,full_context,motivational_usefulness,3.0
rater_14,v017,need_only,relevance,3.0
rater_14,v017,need_only,specificity,3.0
rater_14,v017,need_only,sdt_alignment,3.0
rater_14,v017,need_only,motivational_usefulness,2.0
rater_14,v017,emotion_only,relevance,3.0
rater_14,v017,emotion_only,specificity,3.0
rater_14,v017,emotion_only,sdt_alignment,3.0
rater_14,v017,emotion_only,motivational_usefulness,4.0
rater_14,v017,full_context,relevance,5.0
rater_14,v017,full_context,specificity,5.0
rater_14,v017,full_context,sdt_alignment,5.0
rater_14,v017,full_context,motivational_usefulness,5.0
rater_14,v017,generic,relevance,1.0
rater_14,v017,generic,specificity,1.0
rater_14,v017,generic,sdt_alignment,1.0
rater_14,v017,generic,motivational_usefulness,1.0
rater_14,v021,generic,relevance,1.0
rater_14,v021,generic,specificity,1.0
rater_14,v021,generic,sdt_alignment,1.0
rater_14,v021,generic,motivational_usefulness,1.0
rater_14,v021,full_context,relevance,4.0
rater_14,v021,full_context,specificity,5.0
rater_14,v021,full_context,sdt_alignment,4.0
rater_14,v021,full_context,motivational_usefulness,4.0
rater_14,v021,need_only,relevance,3.0
rater_14,v021,need_only,specificity,2.0
rater_14,v021,need_only,sdt_alignment,3.0
rater_14,v021,need_only,motivational_usefulness,4.0
rater_14,v021,emotion_only,relevance,2.0
rater_14,v021,emotion_only,specificity,2.0
rater_14,v021,emotion_only,sdt_alignment,2.0
rater_14,v021,emotion_only,motivational_usefulness,3.0
rater_14,v022,need_only,relevance,3.0
rater_14,v022,need_only,specificity,3.0
rater_14,v022,need_only,sdt_alignment,3.0
rater_14,v022,need_only,motivational_usefulness,4.0
rater_14,v022,emotion_only,relevance,2.0
rater_14,v022,emotion_only,specificity,2.0
rater_14,v022,emotion_only,sdt_alignment,2.0
rater_14,v022,emotion_only,motivational_usefulness,1.0
rater_14,v022,full_context,relevance,4.0
rater_14,v022,full_context,specificity,5.0
rater_14,v022,full_context,sdt_alignment,4.0
rater_14,v022,full_context,motivational_usefulness,5.0
rater_14,v022,generic,relevance,1.0
rater_14,v022,generic,specificity,1.0
rater_14,v022,generic,sdt_alignment,1.0
rater_14,v022,generic,motivational_usefulness,1.0
rater_14,v068,generic,relevance,1.0
rater_14,v068,generic,specificity,1.0
rater_14,v068,generic,sdt_alignment,1.0
rater_14,v068,generic,motivational_usefulness,1.0
rater_14,v068,emotion_only,relevance,1.0
rater_14,v068,emotion_only,specificity,1.0
rater_14,v068,emotion_only,sdt_alignment,1.0
rater_14,v068,emotion_only,motivational_usefulness,1.0
rater_14,v068,full_context,relevance,5.0
rater_14,v068,full_context,specificity,5.0
rater_14,v068,full_context,sdt_alignment,5.0
rater_14,v068,full_context,motivational_usefulness,5.0
rater_14,v068,need_only,relevance,3.0
rater_14,v068,need_only,specificity,2.0
rater_14,v068,need_only,sdt_alignment,2.0
rater_14,v068,need_only,motivational_usefulness,4.0
rater_14,v066,emotion_only,relevance,2.0
rater_14,v066,emotion_only,specificity,2.0
rater_14,v066,emotion_only,sdt_alignment,2.0
rater_14,v066,emotion_only,motivational_usefulness,3.0
rater_14,v066,generic,relevance,1.0
rater_14,v066,generic,specificity,1.0
rater_14,v066,generic,sdt_alignment,1.0
rater_14,v066,generic,motivational_usefulness,1.0
rater_14,v066,need_only,relevance,3.0
rater_14,v066,need_only,specificity,3.0
rater_14,v066,need_only,sdt_alignment,3.0
rater_14,v066,need_only,motivational_usefulness,4.0
rater_14,v066,full_context,relevance,5.0
rater_14,v066,full_context,specificity,5.0
rater_14,v066,full_context,sdt_alignment,5.0
rater_14,v066,full_context,motivational_usefulness,3.0
rater_14,v025,emotion_only,relevance,2.0
rater_14,v025,emotion_only,specificity,2.0
rater_14,v025,emotion_only,sdt_alignment,2.0
rater_14,v025,emotion_only,motivational_usefulness,2.0
rater_14,v025,generic,relevance,1.0
rater_14,v025,generic,specificity,1.0
rater_14,v025,generic,sdt_alignment,1.0
rater_14,v025,generic,motivational_usefulness,1.0
rater_14,v025,need_only,relevance,3.0
rater_14,v025,need_only,specificity,3.0
rater_14,v025,need_only,sdt_alignment,3.0
rater_14,v025,need_only,motivational_usefulness,3.0
rater_14,v025,full_context,relevance,5.0
rater_14,v025,full_context,specificity,5.0
rater_14,v025,full_context,sdt_alignment,5.0
rater_14,v025,full_context,motivational_usefulness,4.0
rater_14,v030,full_context,relevance,5.0
rater_14,v030,full_context,specificity,5.0
rater_14,v030,full_context,sdt_alignment,5.0
rater_14,v030,full_context,motivational_usefulness,5.0
rater_14,v030,emotion_only,relevance,2.0
rater_14,v030,emotion_only,specificity,2.0
rater_14,v030,emotion_only,sdt_alignment,2.0
rater_14,v030,emotion_only,motivational_usefulness,1.0
rater_14,v030,generic,relevance,1.0
rater_14,v030,generic,specificity,1.0
rater_14,v030,generic,sdt_alignment,1.0
rater_14,v030,generic,motivational_usefulness,1.0
rater_14,v030,need_only,relevance,2.0
rater_14,v030,need_only,specificity,2.0
rater_14,v030,need_only,sdt_alignment,2.0
rater_14,v030,need_only,motivational_usefulness,2.0
rater_14,v028,emotion_only,relevance,2.0
rater_14,v028,emotion_only,specificity,2.0
rater_14,v028,emotion_only,sdt_alignment,2.0
rater_14,v028,emotion_only,motivational_usefulness,1.0
rater_14,v028,full_context,relevance,5.0
rater_14,v028,full_context,specificity,5.0
rater_14,v028,full_context,sdt_alignment,5.0
rater_14,v028,full_context,motivational_usefulness,5.0
rater_14,v028,need_only,relevance,3.0
rater_14,v028,need_only,specificity,3.0
rater_14,v028,need_only,sdt_alignment,3.0
rater_14,v028,need_only,motivational_usefulness,3.0
rater_14,v028,generic,relevance,1.0
rater_14,v028,generic,specificity,1.0
rater_14,v028,generic,sdt_alignment,1.0
rater_14,v028,generic,motivational_usefulness,1.0
rater_14,v071,full_context,relevance,5.0
rater_14,v071,full_context,specificity,5.0
rater_14,v071,full_context,sdt_alignment,5.0
rater_14,v071,full_context,motivational_usefulness,4.0
rater_14,v071,generic,relevance,2.0
rater_14,v071,generic,specificity,1.0
rater_14,v071,generic,sdt_alignment,2.0
rater_14,v071,generic,motivational_usefulness,2.0
rater_14,v071,emotion_only,relevance,3.0
rater_14,v071,emotion_only,specificity,3.0
rater_14,v071,emotion_only,sdt_alignment,3.0
rater_14,v071,emotion_only,motivational_usefulness,3.0
rater_14,v071,need_only,relevance,3.0
rater_14,v071,need_only,specificity,3.0
rater_14,v071,need_only,sdt_alignment,3.0
rater_14,v071,need_only,motivational_usefulness,3.0
rater_14,v036,generic,relevance,1.0
rater_14,v036,generic,specificity,1.0
rater_14,v036,generic,sdt_alignment,1.0
